"level0","level1","level2","level3","Ethnic group (grouped total responses)(1)","count"
"Female","80–84 Years","Christchurch East","South Island general electorates","Asian",3
"Male","85 Years And Over","Christchurch East","South Island general electorates","Asian",0
"Female","85 Years And Over","Christchurch East","South Island general electorates","Asian",3
"Male","18 Years And Over","Christchurch East","South Island general electorates","Asian",849
"Female","18 Years And Over","Christchurch East","South Island general electorates","Asian",1119
"Male","0–4 Years","Clutha-Southland","South Island general electorates","Asian",138
"Female","0–4 Years","Clutha-Southland","South Island general electorates","Asian",102
"Male","5–9 Years","Clutha-Southland","South Island general electorates","Asian",105
"Female","5–9 Years","Clutha-Southland","South Island general electorates","Asian",99
"Male","10–14 Years","Clutha-Southland","South Island general electorates","Asian",87
"Female","10–14 Years","Clutha-Southland","South Island general electorates","Asian",87
"Male","15–19 Years","Clutha-Southland","South Island general electorates","Asian",96
"Female","15–19 Years","Clutha-Southland","South Island general electorates","Asian",57
"Male","20–24 Years","Clutha-Southland","South Island general electorates","Asian",108
"Female","20–24 Years","Clutha-Southland","South Island general electorates","Asian",93
"Male","25–29 Years","Clutha-Southland","South Island general electorates","Asian",171
"Female","25–29 Years","Clutha-Southland","South Island general electorates","Asian",177
"Male","30–34 Years","Clutha-Southland","South Island general electorates","Asian",198
"Female","30–34 Years","Clutha-Southland","South Island general electorates","Asian",234
"Male","35–39 Years","Clutha-Southland","South Island general electorates","Asian",165
"Female","35–39 Years","Clutha-Southland","South Island general electorates","Asian",171
"Male","40–44 Years","Clutha-Southland","South Island general electorates","Asian",123
"Female","40–44 Years","Clutha-Southland","South Island general electorates","Asian",156
"Male","45–49 Years","Clutha-Southland","South Island general electorates","Asian",81
"Female","45–49 Years","Clutha-Southland","South Island general electorates","Asian",111
"Male","50–54 Years","Clutha-Southland","South Island general electorates","Asian",51
"Female","50–54 Years","Clutha-Southland","South Island general electorates","Asian",72
"Male","55–59 Years","Clutha-Southland","South Island general electorates","Asian",21
"Female","55–59 Years","Clutha-Southland","South Island general electorates","Asian",48
"Male","60–64 Years","Clutha-Southland","South Island general electorates","Asian",18
"Female","60–64 Years","Clutha-Southland","South Island general electorates","Asian",24
"Male","65–69 Years","Clutha-Southland","South Island general electorates","Asian",9
"Female","65–69 Years","Clutha-Southland","South Island general electorates","Asian",15
"Male","70–74 Years","Clutha-Southland","South Island general electorates","Asian",9
"Female","70–74 Years","Clutha-Southland","South Island general electorates","Asian",9
"Male","75–79 Years","Clutha-Southland","South Island general electorates","Asian",6
"Female","75–79 Years","Clutha-Southland","South Island general electorates","Asian",3
"Male","80–84 Years","Clutha-Southland","South Island general electorates","Asian",3
"Female","80–84 Years","Clutha-Southland","South Island general electorates","Asian",3
"Male","85 Years And Over","Clutha-Southland","South Island general electorates","Asian",0
"Female","85 Years And Over","Clutha-Southland","South Island general electorates","Asian",0
"Male","18 Years And Over","Clutha-Southland","South Island general electorates","Asian",999
"Female","18 Years And Over","Clutha-Southland","South Island general electorates","Asian",1125
"Male","0–4 Years","Dunedin North","South Island general electorates","Asian",120
"Female","0–4 Years","Dunedin North","South Island general electorates","Asian",111
"Male","5–9 Years","Dunedin North","South Island general electorates","Asian",93
"Female","5–9 Years","Dunedin North","South Island general electorates","Asian",81
"Male","10–14 Years","Dunedin North","South Island general electorates","Asian",102
"Female","10–14 Years","Dunedin North","South Island general electorates","Asian",105
"Male","15–19 Years","Dunedin North","South Island general electorates","Asian",471
"Female","15–19 Years","Dunedin North","South Island general electorates","Asian",648
"Male","20–24 Years","Dunedin North","South Island general electorates","Asian",648
"Female","20–24 Years","Dunedin North","South Island general electorates","Asian",789
"Male","25–29 Years","Dunedin North","South Island general electorates","Asian",267
"Female","25–29 Years","Dunedin North","South Island general electorates","Asian",285
"Male","30–34 Years","Dunedin North","South Island general electorates","Asian",135
"Female","30–34 Years","Dunedin North","South Island general electorates","Asian",156
"Male","35–39 Years","Dunedin North","South Island general electorates","Asian",108
"Female","35–39 Years","Dunedin North","South Island general electorates","Asian",123
"Male","40–44 Years","Dunedin North","South Island general electorates","Asian",99
"Female","40–44 Years","Dunedin North","South Island general electorates","Asian",150
"Male","45–49 Years","Dunedin North","South Island general electorates","Asian",78
"Female","45–49 Years","Dunedin North","South Island general electorates","Asian",111
"Male","50–54 Years","Dunedin North","South Island general electorates","Asian",69
"Female","50–54 Years","Dunedin North","South Island general electorates","Asian",114
"Male","55–59 Years","Dunedin North","South Island general electorates","Asian",63
"Female","55–59 Years","Dunedin North","South Island general electorates","Asian",69
"Male","60–64 Years","Dunedin North","South Island general electorates","Asian",30
"Female","60–64 Years","Dunedin North","South Island general electorates","Asian",42
"Male","65–69 Years","Dunedin North","South Island general electorates","Asian",15
"Female","65–69 Years","Dunedin North","South Island general electorates","Asian",21
"Male","70–74 Years","Dunedin North","South Island general electorates","Asian",12
"Female","70–74 Years","Dunedin North","South Island general electorates","Asian",27
"Male","75–79 Years","Dunedin North","South Island general electorates","Asian",18
"Female","75–79 Years","Dunedin North","South Island general electorates","Asian",15
"Male","80–84 Years","Dunedin North","South Island general electorates","Asian",9
"Female","80–84 Years","Dunedin North","South Island general electorates","Asian",12
"Male","85 Years And Over","Dunedin North","South Island general electorates","Asian",3
"Female","85 Years And Over","Dunedin North","South Island general electorates","Asian",9
"Male","18 Years And Over","Dunedin North","South Island general electorates","Asian",1887
"Female","18 Years And Over","Dunedin North","South Island general electorates","Asian",2409
"Male","0–4 Years","Dunedin South","South Island general electorates","Asian",102
"Female","0–4 Years","Dunedin South","South Island general electorates","Asian",81
"Male","5–9 Years","Dunedin South","South Island general electorates","Asian",78
"Female","5–9 Years","Dunedin South","South Island general electorates","Asian",72
"Male","10–14 Years","Dunedin South","South Island general electorates","Asian",69
"Female","10–14 Years","Dunedin South","South Island general electorates","Asian",57
"Male","15–19 Years","Dunedin South","South Island general electorates","Asian",108
