"level0","level1","level2","level3","Cigarette smoking behaviour","count"
"Female","15–19 Years","Waikato","North Island general electorates","Never Smoked Regularly",1812
"Male","20–24 Years","Waikato","North Island general electorates","Never Smoked Regularly",1065
"Female","20–24 Years","Waikato","North Island general electorates","Never Smoked Regularly",1089
"Male","25–29 Years","Waikato","North Island general electorates","Never Smoked Regularly",855
"Female","25–29 Years","Waikato","North Island general electorates","Never Smoked Regularly",864
"Male","30–34 Years","Waikato","North Island general electorates","Never Smoked Regularly",822
"Female","30–34 Years","Waikato","North Island general electorates","Never Smoked Regularly",945
"Male","35–39 Years","Waikato","North Island general electorates","Never Smoked Regularly",975
"Female","35–39 Years","Waikato","North Island general electorates","Never Smoked Regularly",1095
"Male","40–44 Years","Waikato","North Island general electorates","Never Smoked Regularly",1314
"Female","40–44 Years","Waikato","North Island general electorates","Never Smoked Regularly",1398
"Male","45–49 Years","Waikato","North Island general electorates","Never Smoked Regularly",1332
"Female","45–49 Years","Waikato","North Island general electorates","Never Smoked Regularly",1404
"Male","50–54 Years","Waikato","North Island general electorates","Never Smoked Regularly",1329
"Female","50–54 Years","Waikato","North Island general electorates","Never Smoked Regularly",1389
"Male","55–59 Years","Waikato","North Island general electorates","Never Smoked Regularly",1152
"Female","55–59 Years","Waikato","North Island general electorates","Never Smoked Regularly",1203
"Male","60–64 Years","Waikato","North Island general electorates","Never Smoked Regularly",957
"Female","60–64 Years","Waikato","North Island general electorates","Never Smoked Regularly",1065
"Male","65–69 Years","Waikato","North Island general electorates","Never Smoked Regularly",777
"Female","65–69 Years","Waikato","North Island general electorates","Never Smoked Regularly",948
"Male","70–74 Years","Waikato","North Island general electorates","Never Smoked Regularly",600
"Female","70–74 Years","Waikato","North Island general electorates","Never Smoked Regularly",777
"Male","75–79 Years","Waikato","North Island general electorates","Never Smoked Regularly",435
"Female","75–79 Years","Waikato","North Island general electorates","Never Smoked Regularly",591
"Male","80–84 Years","Waikato","North Island general electorates","Never Smoked Regularly",285
"Female","80–84 Years","Waikato","North Island general electorates","Never Smoked Regularly",486
"Male","85 Years And Over","Waikato","North Island general electorates","Never Smoked Regularly",183
"Female","85 Years And Over","Waikato","North Island general electorates","Never Smoked Regularly",477
"Male","15–19 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1557
"Female","15–19 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1428
"Male","20–24 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",780
"Female","20–24 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",735
"Male","25–29 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",630
"Female","25–29 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",657
"Male","30–34 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",696
"Female","30–34 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",765
"Male","35–39 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",825
"Female","35–39 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",888
"Male","40–44 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",957
"Female","40–44 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1026
"Male","45–49 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",969
"Female","45–49 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1053
"Male","50–54 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1056
"Female","50–54 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1134
"Male","55–59 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1044
"Female","55–59 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1212
"Male","60–64 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1050
"Female","60–64 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1209
"Male","65–69 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",879
"Female","65–69 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",1020
"Male","70–74 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",666
"Female","70–74 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",900
"Male","75–79 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",441
"Female","75–79 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",681
"Male","80–84 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",300
"Female","80–84 Years","Wairarapa","North Island general electorates","Never Smoked Regularly",582
"Male","85 Years And Over","Wairarapa","North Island general electorates","Never Smoked Regularly",192
"Female","85 Years And Over","Wairarapa","North Island general electorates","Never Smoked Regularly",651
"Male","15–19 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",2340
"Female","15–19 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",3150
"Male","20–24 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",3294
"Female","20–24 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",4230
"Male","25–29 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",2427
"Female","25–29 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",2535
"Male","30–34 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",1758
"Female","30–34 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",1809
"Male","35–39 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",1311
"Female","35–39 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",1341
"Male","40–44 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",1161
"Female","40–44 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",1302
"Male","45–49 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",1083
"Female","45–49 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",1200
"Male","50–54 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",969
"Female","50–54 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",1131
"Male","55–59 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",774
"Female","55–59 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",879
"Male","60–64 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",678
"Female","60–64 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",738
"Male","65–69 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",504
"Female","65–69 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",516
"Male","70–74 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",267
"Female","70–74 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",375
"Male","75–79 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",192
"Female","75–79 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",276
"Male","80–84 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",114
"Female","80–84 Years","Wellington Central","North Island general electorates","Never Smoked Regularly",231
"Male","85 Years And Over","Wellington Central","North Island general electorates","Never Smoked Regularly",81
