"level0","level1","level2","Years at usual residence","count"
"Female","50–54 Years","Te Tai Tokerau","15–19 Years",300
"Male","55–59 Years","Te Tai Tokerau","15–19 Years",195
"Female","55–59 Years","Te Tai Tokerau","15–19 Years",237
"Male","60–64 Years","Te Tai Tokerau","15–19 Years",141
"Female","60–64 Years","Te Tai Tokerau","15–19 Years",165
"Male","65–69 Years","Te Tai Tokerau","15–19 Years",99
"Female","65–69 Years","Te Tai Tokerau","15–19 Years",96
"Male","70–74 Years","Te Tai Tokerau","15–19 Years",72
"Female","70–74 Years","Te Tai Tokerau","15–19 Years",69
"Male","75–79 Years","Te Tai Tokerau","15–19 Years",42
"Female","75–79 Years","Te Tai Tokerau","15–19 Years",45
"Male","80–84 Years","Te Tai Tokerau","15–19 Years",24
"Female","80–84 Years","Te Tai Tokerau","15–19 Years",33
"Male","85 Years And Over","Te Tai Tokerau","15–19 Years",3
"Female","85 Years And Over","Te Tai Tokerau","15–19 Years",15
"Male","0–4 Years","Te Tai Tonga","15–19 Years",0
"Female","0–4 Years","Te Tai Tonga","15–19 Years",0
"Male","5–9 Years","Te Tai Tonga","15–19 Years",0
"Female","5–9 Years","Te Tai Tonga","15–19 Years",0
"Male","10–14 Years","Te Tai Tonga","15–19 Years",0
"Female","10–14 Years","Te Tai Tonga","15–19 Years",0
"Male","15–19 Years","Te Tai Tonga","15–19 Years",810
"Female","15–19 Years","Te Tai Tonga","15–19 Years",699
"Male","20–24 Years","Te Tai Tonga","15–19 Years",171
"Female","20–24 Years","Te Tai Tonga","15–19 Years",153
"Male","25–29 Years","Te Tai Tonga","15–19 Years",63
"Female","25–29 Years","Te Tai Tonga","15–19 Years",42
"Male","30–34 Years","Te Tai Tonga","15–19 Years",24
"Female","30–34 Years","Te Tai Tonga","15–19 Years",30
"Male","35–39 Years","Te Tai Tonga","15–19 Years",48
"Female","35–39 Years","Te Tai Tonga","15–19 Years",99
"Male","40–44 Years","Te Tai Tonga","15–19 Years",138
"Female","40–44 Years","Te Tai Tonga","15–19 Years",252
"Male","45–49 Years","Te Tai Tonga","15–19 Years",255
"Female","45–49 Years","Te Tai Tonga","15–19 Years",321
"Male","50–54 Years","Te Tai Tonga","15–19 Years",288
"Female","50–54 Years","Te Tai Tonga","15–19 Years",324
"Male","55–59 Years","Te Tai Tonga","15–19 Years",201
"Female","55–59 Years","Te Tai Tonga","15–19 Years",210
"Male","60–64 Years","Te Tai Tonga","15–19 Years",147
"Female","60–64 Years","Te Tai Tonga","15–19 Years",153
"Male","65–69 Years","Te Tai Tonga","15–19 Years",99
"Female","65–69 Years","Te Tai Tonga","15–19 Years",102
"Male","70–74 Years","Te Tai Tonga","15–19 Years",90
"Female","70–74 Years","Te Tai Tonga","15–19 Years",63
"Male","75–79 Years","Te Tai Tonga","15–19 Years",33
"Female","75–79 Years","Te Tai Tonga","15–19 Years",42
"Male","80–84 Years","Te Tai Tonga","15–19 Years",18
"Female","80–84 Years","Te Tai Tonga","15–19 Years",30
"Male","85 Years And Over","Te Tai Tonga","15–19 Years",6
"Female","85 Years And Over","Te Tai Tonga","15–19 Years",6
"Male","0–4 Years","Waiariki","15–19 Years",0
"Female","0–4 Years","Waiariki","15–19 Years",0
"Male","5–9 Years","Waiariki","15–19 Years",0
"Female","5–9 Years","Waiariki","15–19 Years",0
"Male","10–14 Years","Waiariki","15–19 Years",0
"Female","10–14 Years","Waiariki","15–19 Years",0
"Male","15–19 Years","Waiariki","15–19 Years",573
"Female","15–19 Years","Waiariki","15–19 Years",555
"Male","20–24 Years","Waiariki","15–19 Years",111
"Female","20–24 Years","Waiariki","15–19 Years",96
"Male","25–29 Years","Waiariki","15–19 Years",39
"Female","25–29 Years","Waiariki","15–19 Years",33
"Male","30–34 Years","Waiariki","15–19 Years",21
"Female","30–34 Years","Waiariki","15–19 Years",24
"Male","35–39 Years","Waiariki","15–19 Years",66
"Female","35–39 Years","Waiariki","15–19 Years",69
"Male","40–44 Years","Waiariki","15–19 Years",93
"Female","40–44 Years","Waiariki","15–19 Years",153
"Male","45–49 Years","Waiariki","15–19 Years",147
"Female","45–49 Years","Waiariki","15–19 Years",219
"Male","50–54 Years","Waiariki","15–19 Years",189
"Female","50–54 Years","Waiariki","15–19 Years",204
"Male","55–59 Years","Waiariki","15–19 Years",132
"Female","55–59 Years","Waiariki","15–19 Years",159
"Male","60–64 Years","Waiariki","15–19 Years",114
"Female","60–64 Years","Waiariki","15–19 Years",105
"Male","65–69 Years","Waiariki","15–19 Years",75
"Female","65–69 Years","Waiariki","15–19 Years",93
"Male","70–74 Years","Waiariki","15–19 Years",66
"Female","70–74 Years","Waiariki","15–19 Years",66
"Male","75–79 Years","Waiariki","15–19 Years",45
"Female","75–79 Years","Waiariki","15–19 Years",51
"Male","80–84 Years","Waiariki","15–19 Years",18
"Female","80–84 Years","Waiariki","15–19 Years",24
"Male","85 Years And Over","Waiariki","15–19 Years",12
"Female","85 Years And Over","Waiariki","15–19 Years",15
"Male","0–4 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","0–4 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","5–9 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","5–9 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","10–14 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","10–14 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","15–19 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","15–19 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","20–24 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","20–24 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","25–29 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","25–29 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","30–34 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","30–34 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","35–39 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","35–39 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","40–44 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","40–44 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","45–49 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","45–49 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","50–54 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","50–54 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","55–59 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","55–59 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","60–64 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","60–64 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","65–69 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","65–69 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","70–74 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","70–74 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","75–79 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","75–79 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","80–84 Years","Area Outside Māori Electorate","15–19 Years",NA
"Female","80–84 Years","Area Outside Māori Electorate","15–19 Years",NA
"Male","85 Years And Over","Area Outside Māori Electorate","15–19 Years",NA
"Female","85 Years And Over","Area Outside Māori Electorate","15–19 Years",NA
"Male","0–4 Years","Hauraki-Waikato","20–24 Years",0
"Female","0–4 Years","Hauraki-Waikato","20–24 Years",0
"Male","5–9 Years","Hauraki-Waikato","20–24 Years",0
"Female","5–9 Years","Hauraki-Waikato","20–24 Years",0
"Male","10–14 Years","Hauraki-Waikato","20–24 Years",0
"Female","10–14 Years","Hauraki-Waikato","20–24 Years",0
"Male","15–19 Years","Hauraki-Waikato","20–24 Years",0
"Female","15–19 Years","Hauraki-Waikato","20–24 Years",0
"Male","20–24 Years","Hauraki-Waikato","20–24 Years",234
"Female","20–24 Years","Hauraki-Waikato","20–24 Years",186
"Male","25–29 Years","Hauraki-Waikato","20–24 Years",54
"Female","25–29 Years","Hauraki-Waikato","20–24 Years",45
"Male","30–34 Years","Hauraki-Waikato","20–24 Years",33
"Female","30–34 Years","Hauraki-Waikato","20–24 Years",33
"Male","35–39 Years","Hauraki-Waikato","20–24 Years",30
"Female","35–39 Years","Hauraki-Waikato","20–24 Years",12
"Male","40–44 Years","Hauraki-Waikato","20–24 Years",30
"Female","40–44 Years","Hauraki-Waikato","20–24 Years",54
"Male","45–49 Years","Hauraki-Waikato","20–24 Years",78
"Female","45–49 Years","Hauraki-Waikato","20–24 Years",123
"Male","50–54 Years","Hauraki-Waikato","20–24 Years",129
"Female","50–54 Years","Hauraki-Waikato","20–24 Years",204
"Male","55–59 Years","Hauraki-Waikato","20–24 Years",147
"Female","55–59 Years","Hauraki-Waikato","20–24 Years",147
"Male","60–64 Years","Hauraki-Waikato","20–24 Years",108
"Female","60–64 Years","Hauraki-Waikato","20–24 Years",111
"Male","65–69 Years","Hauraki-Waikato","20–24 Years",72
"Female","65–69 Years","Hauraki-Waikato","20–24 Years",69
"Male","70–74 Years","Hauraki-Waikato","20–24 Years",48
"Female","70–74 Years","Hauraki-Waikato","20–24 Years",45
"Male","75–79 Years","Hauraki-Waikato","20–24 Years",21
"Female","75–79 Years","Hauraki-Waikato","20–24 Years",30
"Male","80–84 Years","Hauraki-Waikato","20–24 Years",12
"Female","80–84 Years","Hauraki-Waikato","20–24 Years",27
"Male","85 Years And Over","Hauraki-Waikato","20–24 Years",3
"Female","85 Years And Over","Hauraki-Waikato","20–24 Years",9
"Male","0–4 Years","Ikaroa-Rāwhiti","20–24 Years",0
"Female","0–4 Years","Ikaroa-Rāwhiti","20–24 Years",0
"Male","5–9 Years","Ikaroa-Rāwhiti","20–24 Years",0
"Female","5–9 Years","Ikaroa-Rāwhiti","20–24 Years",0
"Male","10–14 Years","Ikaroa-Rāwhiti","20–24 Years",0
"Female","10–14 Years","Ikaroa-Rāwhiti","20–24 Years",0
"Male","15–19 Years","Ikaroa-Rāwhiti","20–24 Years",0
"Female","15–19 Years","Ikaroa-Rāwhiti","20–24 Years",0
"Male","20–24 Years","Ikaroa-Rāwhiti","20–24 Years",255
"Female","20–24 Years","Ikaroa-Rāwhiti","20–24 Years",240
"Male","25–29 Years","Ikaroa-Rāwhiti","20–24 Years",60
"Female","25–29 Years","Ikaroa-Rāwhiti","20–24 Years",45
"Male","30–34 Years","Ikaroa-Rāwhiti","20–24 Years",27
"Female","30–34 Years","Ikaroa-Rāwhiti","20–24 Years",18
"Male","35–39 Years","Ikaroa-Rāwhiti","20–24 Years",39
"Female","35–39 Years","Ikaroa-Rāwhiti","20–24 Years",27
"Male","40–44 Years","Ikaroa-Rāwhiti","20–24 Years",51
"Female","40–44 Years","Ikaroa-Rāwhiti","20–24 Years",87
"Male","45–49 Years","Ikaroa-Rāwhiti","20–24 Years",108
"Female","45–49 Years","Ikaroa-Rāwhiti","20–24 Years",204
"Male","50–54 Years","Ikaroa-Rāwhiti","20–24 Years",165
"Female","50–54 Years","Ikaroa-Rāwhiti","20–24 Years",204
"Male","55–59 Years","Ikaroa-Rāwhiti","20–24 Years",147
"Female","55–59 Years","Ikaroa-Rāwhiti","20–24 Years",168
"Male","60–64 Years","Ikaroa-Rāwhiti","20–24 Years",132
"Female","60–64 Years","Ikaroa-Rāwhiti","20–24 Years",129
"Male","65–69 Years","Ikaroa-Rāwhiti","20–24 Years",75
"Female","65–69 Years","Ikaroa-Rāwhiti","20–24 Years",81
"Male","70–74 Years","Ikaroa-Rāwhiti","20–24 Years",51
"Female","70–74 Years","Ikaroa-Rāwhiti","20–24 Years",48
"Male","75–79 Years","Ikaroa-Rāwhiti","20–24 Years",27
"Female","75–79 Years","Ikaroa-Rāwhiti","20–24 Years",33
"Male","80–84 Years","Ikaroa-Rāwhiti","20–24 Years",18
"Female","80–84 Years","Ikaroa-Rāwhiti","20–24 Years",21
"Male","85 Years And Over","Ikaroa-Rāwhiti","20–24 Years",3
"Female","85 Years And Over","Ikaroa-Rāwhiti","20–24 Years",6
"Male","0–4 Years","Tāmaki Makaurau","20–24 Years",0
"Female","0–4 Years","Tāmaki Makaurau","20–24 Years",0
"Male","5–9 Years","Tāmaki Makaurau","20–24 Years",0
"Female","5–9 Years","Tāmaki Makaurau","20–24 Years",0
"Male","10–14 Years","Tāmaki Makaurau","20–24 Years",0
"Female","10–14 Years","Tāmaki Makaurau","20–24 Years",0
"Male","15–19 Years","Tāmaki Makaurau","20–24 Years",0
"Female","15–19 Years","Tāmaki Makaurau","20–24 Years",0
"Male","20–24 Years","Tāmaki Makaurau","20–24 Years",408
"Female","20–24 Years","Tāmaki Makaurau","20–24 Years",405
"Male","25–29 Years","Tāmaki Makaurau","20–24 Years",90
"Female","25–29 Years","Tāmaki Makaurau","20–24 Years",93
"Male","30–34 Years","Tāmaki Makaurau","20–24 Years",48
"Female","30–34 Years","Tāmaki Makaurau","20–24 Years",27
"Male","35–39 Years","Tāmaki Makaurau","20–24 Years",30
"Female","35–39 Years","Tāmaki Makaurau","20–24 Years",18
"Male","40–44 Years","Tāmaki Makaurau","20–24 Years",51
"Female","40–44 Years","Tāmaki Makaurau","20–24 Years",87
"Male","45–49 Years","Tāmaki Makaurau","20–24 Years",108
"Female","45–49 Years","Tāmaki Makaurau","20–24 Years",177
"Male","50–54 Years","Tāmaki Makaurau","20–24 Years",171
"Female","50–54 Years","Tāmaki Makaurau","20–24 Years",222
"Male","55–59 Years","Tāmaki Makaurau","20–24 Years",123
"Female","55–59 Years","Tāmaki Makaurau","20–24 Years",180
"Male","60–64 Years","Tāmaki Makaurau","20–24 Years",99
"Female","60–64 Years","Tāmaki Makaurau","20–24 Years",135
"Male","65–69 Years","Tāmaki Makaurau","20–24 Years",66
"Female","65–69 Years","Tāmaki Makaurau","20–24 Years",84
"Male","70–74 Years","Tāmaki Makaurau","20–24 Years",36
"Female","70–74 Years","Tāmaki Makaurau","20–24 Years",45
"Male","75–79 Years","Tāmaki Makaurau","20–24 Years",24
"Female","75–79 Years","Tāmaki Makaurau","20–24 Years",30
"Male","80–84 Years","Tāmaki Makaurau","20–24 Years",9
"Female","80–84 Years","Tāmaki Makaurau","20–24 Years",15
"Male","85 Years And Over","Tāmaki Makaurau","20–24 Years",0
"Female","85 Years And Over","Tāmaki Makaurau","20–24 Years",9
"Male","0–4 Years","Te Tai Hauāuru","20–24 Years",0
"Female","0–4 Years","Te Tai Hauāuru","20–24 Years",0
"Male","5–9 Years","Te Tai Hauāuru","20–24 Years",0
"Female","5–9 Years","Te Tai Hauāuru","20–24 Years",0
"Male","10–14 Years","Te Tai Hauāuru","20–24 Years",0
"Female","10–14 Years","Te Tai Hauāuru","20–24 Years",0
"Male","15–19 Years","Te Tai Hauāuru","20–24 Years",0
"Female","15–19 Years","Te Tai Hauāuru","20–24 Years",0
"Male","20–24 Years","Te Tai Hauāuru","20–24 Years",261
"Female","20–24 Years","Te Tai Hauāuru","20–24 Years",186
"Male","25–29 Years","Te Tai Hauāuru","20–24 Years",57
"Female","25–29 Years","Te Tai Hauāuru","20–24 Years",42
"Male","30–34 Years","Te Tai Hauāuru","20–24 Years",27
"Female","30–34 Years","Te Tai Hauāuru","20–24 Years",24
"Male","35–39 Years","Te Tai Hauāuru","20–24 Years",24
"Female","35–39 Years","Te Tai Hauāuru","20–24 Years",15
"Male","40–44 Years","Te Tai Hauāuru","20–24 Years",57
"Female","40–44 Years","Te Tai Hauāuru","20–24 Years",78
"Male","45–49 Years","Te Tai Hauāuru","20–24 Years",150
"Female","45–49 Years","Te Tai Hauāuru","20–24 Years",180
"Male","50–54 Years","Te Tai Hauāuru","20–24 Years",177
"Female","50–54 Years","Te Tai Hauāuru","20–24 Years",240
"Male","55–59 Years","Te Tai Hauāuru","20–24 Years",177
"Female","55–59 Years","Te Tai Hauāuru","20–24 Years",183
"Male","60–64 Years","Te Tai Hauāuru","20–24 Years",135
"Female","60–64 Years","Te Tai Hauāuru","20–24 Years",147
"Male","65–69 Years","Te Tai Hauāuru","20–24 Years",93
"Female","65–69 Years","Te Tai Hauāuru","20–24 Years",84
"Male","70–74 Years","Te Tai Hauāuru","20–24 Years",45
"Female","70–74 Years","Te Tai Hauāuru","20–24 Years",63
"Male","75–79 Years","Te Tai Hauāuru","20–24 Years",30
"Female","75–79 Years","Te Tai Hauāuru","20–24 Years",42
"Male","80–84 Years","Te Tai Hauāuru","20–24 Years",12
"Female","80–84 Years","Te Tai Hauāuru","20–24 Years",21
"Male","85 Years And Over","Te Tai Hauāuru","20–24 Years",6
"Female","85 Years And Over","Te Tai Hauāuru","20–24 Years",9
"Male","0–4 Years","Te Tai Tokerau","20–24 Years",0
"Female","0–4 Years","Te Tai Tokerau","20–24 Years",0
"Male","5–9 Years","Te Tai Tokerau","20–24 Years",0
"Female","5–9 Years","Te Tai Tokerau","20–24 Years",0
"Male","10–14 Years","Te Tai Tokerau","20–24 Years",0
"Female","10–14 Years","Te Tai Tokerau","20–24 Years",0
"Male","15–19 Years","Te Tai Tokerau","20–24 Years",0
"Female","15–19 Years","Te Tai Tokerau","20–24 Years",0
"Male","20–24 Years","Te Tai Tokerau","20–24 Years",333
"Female","20–24 Years","Te Tai Tokerau","20–24 Years",261
"Male","25–29 Years","Te Tai Tokerau","20–24 Years",78
"Female","25–29 Years","Te Tai Tokerau","20–24 Years",51
"Male","30–34 Years","Te Tai Tokerau","20–24 Years",30
"Female","30–34 Years","Te Tai Tokerau","20–24 Years",36
"Male","35–39 Years","Te Tai Tokerau","20–24 Years",24
"Female","35–39 Years","Te Tai Tokerau","20–24 Years",15
"Male","40–44 Years","Te Tai Tokerau","20–24 Years",60
"Female","40–44 Years","Te Tai Tokerau","20–24 Years",93
"Male","45–49 Years","Te Tai Tokerau","20–24 Years",132
"Female","45–49 Years","Te Tai Tokerau","20–24 Years",186
"Male","50–54 Years","Te Tai Tokerau","20–24 Years",204
"Female","50–54 Years","Te Tai Tokerau","20–24 Years",270
"Male","55–59 Years","Te Tai Tokerau","20–24 Years",177
