"level0","level1","level2","level3","Work and labour force status(1)","count"
"Female","15–19 Years","Pakuranga","North Island general electorates","Not in Labour Force",1350
"Male","20–24 Years","Pakuranga","North Island general electorates","Not in Labour Force",441
"Female","20–24 Years","Pakuranga","North Island general electorates","Not in Labour Force",405
"Male","25–29 Years","Pakuranga","North Island general electorates","Not in Labour Force",177
"Female","25–29 Years","Pakuranga","North Island general electorates","Not in Labour Force",396
"Male","30–34 Years","Pakuranga","North Island general electorates","Not in Labour Force",117
"Female","30–34 Years","Pakuranga","North Island general electorates","Not in Labour Force",480
"Male","35–39 Years","Pakuranga","North Island general electorates","Not in Labour Force",111
"Female","35–39 Years","Pakuranga","North Island general electorates","Not in Labour Force",534
"Male","40–44 Years","Pakuranga","North Island general electorates","Not in Labour Force",189
"Female","40–44 Years","Pakuranga","North Island general electorates","Not in Labour Force",555
"Male","45–49 Years","Pakuranga","North Island general electorates","Not in Labour Force",195
"Female","45–49 Years","Pakuranga","North Island general electorates","Not in Labour Force",441
"Male","50–54 Years","Pakuranga","North Island general electorates","Not in Labour Force",225
"Female","50–54 Years","Pakuranga","North Island general electorates","Not in Labour Force",480
"Male","55–59 Years","Pakuranga","North Island general electorates","Not in Labour Force",270
"Female","55–59 Years","Pakuranga","North Island general electorates","Not in Labour Force",546
"Male","60–64 Years","Pakuranga","North Island general electorates","Not in Labour Force",351
"Female","60–64 Years","Pakuranga","North Island general electorates","Not in Labour Force",648
"Male","65–69 Years","Pakuranga","North Island general electorates","Not in Labour Force",594
"Female","65–69 Years","Pakuranga","North Island general electorates","Not in Labour Force",912
"Male","70–74 Years","Pakuranga","North Island general electorates","Not in Labour Force",744
"Female","70–74 Years","Pakuranga","North Island general electorates","Not in Labour Force",957
"Male","75–79 Years","Pakuranga","North Island general electorates","Not in Labour Force",612
"Female","75–79 Years","Pakuranga","North Island general electorates","Not in Labour Force",732
"Male","80–84 Years","Pakuranga","North Island general electorates","Not in Labour Force",483
"Female","80–84 Years","Pakuranga","North Island general electorates","Not in Labour Force",645
"Male","85 Years And Over","Pakuranga","North Island general electorates","Not in Labour Force",384
"Female","85 Years And Over","Pakuranga","North Island general electorates","Not in Labour Force",825
"Male","15–19 Years","Palmerston North","North Island general electorates","Not in Labour Force",1311
"Female","15–19 Years","Palmerston North","North Island general electorates","Not in Labour Force",1302
"Male","20–24 Years","Palmerston North","North Island general electorates","Not in Labour Force",804
"Female","20–24 Years","Palmerston North","North Island general electorates","Not in Labour Force",1092
"Male","25–29 Years","Palmerston North","North Island general electorates","Not in Labour Force",324
"Female","25–29 Years","Palmerston North","North Island general electorates","Not in Labour Force",699
"Male","30–34 Years","Palmerston North","North Island general electorates","Not in Labour Force",246
"Female","30–34 Years","Palmerston North","North Island general electorates","Not in Labour Force",603
"Male","35–39 Years","Palmerston North","North Island general electorates","Not in Labour Force",213
"Female","35–39 Years","Palmerston North","North Island general electorates","Not in Labour Force",507
"Male","40–44 Years","Palmerston North","North Island general electorates","Not in Labour Force",222
"Female","40–44 Years","Palmerston North","North Island general electorates","Not in Labour Force",420
"Male","45–49 Years","Palmerston North","North Island general electorates","Not in Labour Force",207
"Female","45–49 Years","Palmerston North","North Island general electorates","Not in Labour Force",330
"Male","50–54 Years","Palmerston North","North Island general electorates","Not in Labour Force",228
"Female","50–54 Years","Palmerston North","North Island general electorates","Not in Labour Force",381
"Male","55–59 Years","Palmerston North","North Island general electorates","Not in Labour Force",231
"Female","55–59 Years","Palmerston North","North Island general electorates","Not in Labour Force",372
"Male","60–64 Years","Palmerston North","North Island general electorates","Not in Labour Force",288
"Female","60–64 Years","Palmerston North","North Island general electorates","Not in Labour Force",540
"Male","65–69 Years","Palmerston North","North Island general electorates","Not in Labour Force",585
"Female","65–69 Years","Palmerston North","North Island general electorates","Not in Labour Force",888
"Male","70–74 Years","Palmerston North","North Island general electorates","Not in Labour Force",699
"Female","70–74 Years","Palmerston North","North Island general electorates","Not in Labour Force",939
"Male","75–79 Years","Palmerston North","North Island general electorates","Not in Labour Force",627
"Female","75–79 Years","Palmerston North","North Island general electorates","Not in Labour Force",873
"Male","80–84 Years","Palmerston North","North Island general electorates","Not in Labour Force",480
"Female","80–84 Years","Palmerston North","North Island general electorates","Not in Labour Force",759
"Male","85 Years And Over","Palmerston North","North Island general electorates","Not in Labour Force",420
"Female","85 Years And Over","Palmerston North","North Island general electorates","Not in Labour Force",837
"Male","15–19 Years","Papakura","North Island general electorates","Not in Labour Force",1461
"Female","15–19 Years","Papakura","North Island general electorates","Not in Labour Force",1458
"Male","20–24 Years","Papakura","North Island general electorates","Not in Labour Force",426
"Female","20–24 Years","Papakura","North Island general electorates","Not in Labour Force",759
"Male","25–29 Years","Papakura","North Island general electorates","Not in Labour Force",243
"Female","25–29 Years","Papakura","North Island general electorates","Not in Labour Force",693
"Male","30–34 Years","Papakura","North Island general electorates","Not in Labour Force",231
"Female","30–34 Years","Papakura","North Island general electorates","Not in Labour Force",729
"Male","35–39 Years","Papakura","North Island general electorates","Not in Labour Force",246
"Female","35–39 Years","Papakura","North Island general electorates","Not in Labour Force",636
"Male","40–44 Years","Papakura","North Island general electorates","Not in Labour Force",309
"Female","40–44 Years","Papakura","North Island general electorates","Not in Labour Force",591
"Male","45–49 Years","Papakura","North Island general electorates","Not in Labour Force",255
"Female","45–49 Years","Papakura","North Island general electorates","Not in Labour Force",543
"Male","50–54 Years","Papakura","North Island general electorates","Not in Labour Force",270
"Female","50–54 Years","Papakura","North Island general electorates","Not in Labour Force",507
