"level0","level1","level2","Total personal income(1)","count"
"Female","55–59 Years","Te Tai Hauāuru","$40,001– $50,000",204
"Male","60–64 Years","Te Tai Hauāuru","$40,001– $50,000",174
"Female","60–64 Years","Te Tai Hauāuru","$40,001– $50,000",126
"Male","65–69 Years","Te Tai Hauāuru","$40,001– $50,000",90
"Female","65–69 Years","Te Tai Hauāuru","$40,001– $50,000",45
"Male","70–74 Years","Te Tai Hauāuru","$40,001– $50,000",24
"Female","70–74 Years","Te Tai Hauāuru","$40,001– $50,000",27
"Male","75–79 Years","Te Tai Hauāuru","$40,001– $50,000",9
"Female","75–79 Years","Te Tai Hauāuru","$40,001– $50,000",9
"Male","80–84 Years","Te Tai Hauāuru","$40,001– $50,000",3
"Female","80–84 Years","Te Tai Hauāuru","$40,001– $50,000",3
"Male","85 Years And Over","Te Tai Hauāuru","$40,001– $50,000",3
"Female","85 Years And Over","Te Tai Hauāuru","$40,001– $50,000",3
"Male","15–19 Years","Te Tai Tokerau","$40,001– $50,000",54
"Female","15–19 Years","Te Tai Tokerau","$40,001– $50,000",15
"Male","20–24 Years","Te Tai Tokerau","$40,001– $50,000",306
"Female","20–24 Years","Te Tai Tokerau","$40,001– $50,000",237
"Male","25–29 Years","Te Tai Tokerau","$40,001– $50,000",399
"Female","25–29 Years","Te Tai Tokerau","$40,001– $50,000",330
"Male","30–34 Years","Te Tai Tokerau","$40,001– $50,000",285
"Female","30–34 Years","Te Tai Tokerau","$40,001– $50,000",276
"Male","35–39 Years","Te Tai Tokerau","$40,001– $50,000",297
"Female","35–39 Years","Te Tai Tokerau","$40,001– $50,000",300
"Male","40–44 Years","Te Tai Tokerau","$40,001– $50,000",321
"Female","40–44 Years","Te Tai Tokerau","$40,001– $50,000",309
"Male","45–49 Years","Te Tai Tokerau","$40,001– $50,000",291
"Female","45–49 Years","Te Tai Tokerau","$40,001– $50,000",312
"Male","50–54 Years","Te Tai Tokerau","$40,001– $50,000",285
"Female","50–54 Years","Te Tai Tokerau","$40,001– $50,000",330
"Male","55–59 Years","Te Tai Tokerau","$40,001– $50,000",213
"Female","55–59 Years","Te Tai Tokerau","$40,001– $50,000",189
"Male","60–64 Years","Te Tai Tokerau","$40,001– $50,000",153
"Female","60–64 Years","Te Tai Tokerau","$40,001– $50,000",156
"Male","65–69 Years","Te Tai Tokerau","$40,001– $50,000",87
"Female","65–69 Years","Te Tai Tokerau","$40,001– $50,000",60
"Male","70–74 Years","Te Tai Tokerau","$40,001– $50,000",30
"Female","70–74 Years","Te Tai Tokerau","$40,001– $50,000",33
"Male","75–79 Years","Te Tai Tokerau","$40,001– $50,000",9
"Female","75–79 Years","Te Tai Tokerau","$40,001– $50,000",3
"Male","80–84 Years","Te Tai Tokerau","$40,001– $50,000",9
"Female","80–84 Years","Te Tai Tokerau","$40,001– $50,000",3
"Male","85 Years And Over","Te Tai Tokerau","$40,001– $50,000",3
"Female","85 Years And Over","Te Tai Tokerau","$40,001– $50,000",0
"Male","15–19 Years","Te Tai Tonga","$40,001– $50,000",84
"Female","15–19 Years","Te Tai Tonga","$40,001– $50,000",18
"Male","20–24 Years","Te Tai Tonga","$40,001– $50,000",660
"Female","20–24 Years","Te Tai Tonga","$40,001– $50,000",339
"Male","25–29 Years","Te Tai Tonga","$40,001– $50,000",705
"Female","25–29 Years","Te Tai Tonga","$40,001– $50,000",495
"Male","30–34 Years","Te Tai Tonga","$40,001– $50,000",576
"Female","30–34 Years","Te Tai Tonga","$40,001– $50,000",387
"Male","35–39 Years","Te Tai Tonga","$40,001– $50,000",501
"Female","35–39 Years","Te Tai Tonga","$40,001– $50,000",396
"Male","40–44 Years","Te Tai Tonga","$40,001– $50,000",477
"Female","40–44 Years","Te Tai Tonga","$40,001– $50,000",438
"Male","45–49 Years","Te Tai Tonga","$40,001– $50,000",456
"Female","45–49 Years","Te Tai Tonga","$40,001– $50,000",405
"Male","50–54 Years","Te Tai Tonga","$40,001– $50,000",396
"Female","50–54 Years","Te Tai Tonga","$40,001– $50,000",384
"Male","55–59 Years","Te Tai Tonga","$40,001– $50,000",291
"Female","55–59 Years","Te Tai Tonga","$40,001– $50,000",249
"Male","60–64 Years","Te Tai Tonga","$40,001– $50,000",234
"Female","60–64 Years","Te Tai Tonga","$40,001– $50,000",150
"Male","65–69 Years","Te Tai Tonga","$40,001– $50,000",108
"Female","65–69 Years","Te Tai Tonga","$40,001– $50,000",72
"Male","70–74 Years","Te Tai Tonga","$40,001– $50,000",39
"Female","70–74 Years","Te Tai Tonga","$40,001– $50,000",18
"Male","75–79 Years","Te Tai Tonga","$40,001– $50,000",12
"Female","75–79 Years","Te Tai Tonga","$40,001– $50,000",9
"Male","80–84 Years","Te Tai Tonga","$40,001– $50,000",12
"Female","80–84 Years","Te Tai Tonga","$40,001– $50,000",0
"Male","85 Years And Over","Te Tai Tonga","$40,001– $50,000",0
"Female","85 Years And Over","Te Tai Tonga","$40,001– $50,000",3
"Male","15–19 Years","Waiariki","$40,001– $50,000",24
"Female","15–19 Years","Waiariki","$40,001– $50,000",6
"Male","20–24 Years","Waiariki","$40,001– $50,000",180
"Female","20–24 Years","Waiariki","$40,001– $50,000",87
"Male","25–29 Years","Waiariki","$40,001– $50,000",294
"Female","25–29 Years","Waiariki","$40,001– $50,000",165
"Male","30–34 Years","Waiariki","$40,001– $50,000",297
"Female","30–34 Years","Waiariki","$40,001– $50,000",219
"Male","35–39 Years","Waiariki","$40,001– $50,000",264
"Female","35–39 Years","Waiariki","$40,001– $50,000",234
"Male","40–44 Years","Waiariki","$40,001– $50,000",318
"Female","40–44 Years","Waiariki","$40,001– $50,000",264
"Male","45–49 Years","Waiariki","$40,001– $50,000",270
"Female","45–49 Years","Waiariki","$40,001– $50,000",255
"Male","50–54 Years","Waiariki","$40,001– $50,000",273
"Female","50–54 Years","Waiariki","$40,001– $50,000",252
"Male","55–59 Years","Waiariki","$40,001– $50,000",219
"Female","55–59 Years","Waiariki","$40,001– $50,000",189
"Male","60–64 Years","Waiariki","$40,001– $50,000",144
"Female","60–64 Years","Waiariki","$40,001– $50,000",120
"Male","65–69 Years","Waiariki","$40,001– $50,000",78
"Female","65–69 Years","Waiariki","$40,001– $50,000",51
"Male","70–74 Years","Waiariki","$40,001– $50,000",36
"Female","70–74 Years","Waiariki","$40,001– $50,000",18
"Male","75–79 Years","Waiariki","$40,001– $50,000",9
"Female","75–79 Years","Waiariki","$40,001– $50,000",12
"Male","80–84 Years","Waiariki","$40,001– $50,000",6
"Female","80–84 Years","Waiariki","$40,001– $50,000",3
"Male","85 Years And Over","Waiariki","$40,001– $50,000",3
"Female","85 Years And Over","Waiariki","$40,001– $50,000",0
"Male","15–19 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","15–19 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","20–24 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","20–24 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","25–29 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","25–29 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","30–34 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","30–34 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","35–39 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","35–39 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","40–44 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","40–44 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","45–49 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","45–49 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","50–54 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","50–54 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","55–59 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","55–59 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","60–64 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","60–64 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","65–69 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","65–69 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","70–74 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","70–74 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","75–79 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","75–79 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","80–84 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","80–84 Years","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","85 Years And Over","Area Outside Māori Electorate","$40,001– $50,000",NA
"Female","85 Years And Over","Area Outside Māori Electorate","$40,001– $50,000",NA
"Male","15–19 Years","Hauraki-Waikato","$50,001– $60,000",9
"Female","15–19 Years","Hauraki-Waikato","$50,001– $60,000",0
"Male","20–24 Years","Hauraki-Waikato","$50,001– $60,000",114
"Female","20–24 Years","Hauraki-Waikato","$50,001– $60,000",51
"Male","25–29 Years","Hauraki-Waikato","$50,001– $60,000",267
"Female","25–29 Years","Hauraki-Waikato","$50,001– $60,000",186
"Male","30–34 Years","Hauraki-Waikato","$50,001– $60,000",273
"Female","30–34 Years","Hauraki-Waikato","$50,001– $60,000",210
"Male","35–39 Years","Hauraki-Waikato","$50,001– $60,000",246
"Female","35–39 Years","Hauraki-Waikato","$50,001– $60,000",246
"Male","40–44 Years","Hauraki-Waikato","$50,001– $60,000",276
"Female","40–44 Years","Hauraki-Waikato","$50,001– $60,000",252
"Male","45–49 Years","Hauraki-Waikato","$50,001– $60,000",237
"Female","45–49 Years","Hauraki-Waikato","$50,001– $60,000",228
"Male","50–54 Years","Hauraki-Waikato","$50,001– $60,000",234
"Female","50–54 Years","Hauraki-Waikato","$50,001– $60,000",204
"Male","55–59 Years","Hauraki-Waikato","$50,001– $60,000",171
"Female","55–59 Years","Hauraki-Waikato","$50,001– $60,000",138
"Male","60–64 Years","Hauraki-Waikato","$50,001– $60,000",132
"Female","60–64 Years","Hauraki-Waikato","$50,001– $60,000",96
"Male","65–69 Years","Hauraki-Waikato","$50,001– $60,000",57
"Female","65–69 Years","Hauraki-Waikato","$50,001– $60,000",39
"Male","70–74 Years","Hauraki-Waikato","$50,001– $60,000",15
"Female","70–74 Years","Hauraki-Waikato","$50,001– $60,000",12
"Male","75–79 Years","Hauraki-Waikato","$50,001– $60,000",6
"Female","75–79 Years","Hauraki-Waikato","$50,001– $60,000",6
"Male","80–84 Years","Hauraki-Waikato","$50,001– $60,000",0
"Female","80–84 Years","Hauraki-Waikato","$50,001– $60,000",3
"Male","85 Years And Over","Hauraki-Waikato","$50,001– $60,000",0
"Female","85 Years And Over","Hauraki-Waikato","$50,001– $60,000",0
"Male","15–19 Years","Ikaroa-Rāwhiti","$50,001– $60,000",6
"Female","15–19 Years","Ikaroa-Rāwhiti","$50,001– $60,000",0
"Male","20–24 Years","Ikaroa-Rāwhiti","$50,001– $60,000",75
"Female","20–24 Years","Ikaroa-Rāwhiti","$50,001– $60,000",33
"Male","25–29 Years","Ikaroa-Rāwhiti","$50,001– $60,000",162
"Female","25–29 Years","Ikaroa-Rāwhiti","$50,001– $60,000",105
"Male","30–34 Years","Ikaroa-Rāwhiti","$50,001– $60,000",228
"Female","30–34 Years","Ikaroa-Rāwhiti","$50,001– $60,000",156
"Male","35–39 Years","Ikaroa-Rāwhiti","$50,001– $60,000",264
"Female","35–39 Years","Ikaroa-Rāwhiti","$50,001– $60,000",174
"Male","40–44 Years","Ikaroa-Rāwhiti","$50,001– $60,000",303
"Female","40–44 Years","Ikaroa-Rāwhiti","$50,001– $60,000",216
"Male","45–49 Years","Ikaroa-Rāwhiti","$50,001– $60,000",243
"Female","45–49 Years","Ikaroa-Rāwhiti","$50,001– $60,000",180
"Male","50–54 Years","Ikaroa-Rāwhiti","$50,001– $60,000",255
"Female","50–54 Years","Ikaroa-Rāwhiti","$50,001– $60,000",174
"Male","55–59 Years","Ikaroa-Rāwhiti","$50,001– $60,000",195
"Female","55–59 Years","Ikaroa-Rāwhiti","$50,001– $60,000",135
"Male","60–64 Years","Ikaroa-Rāwhiti","$50,001– $60,000",117
"Female","60–64 Years","Ikaroa-Rāwhiti","$50,001– $60,000",63
"Male","65–69 Years","Ikaroa-Rāwhiti","$50,001– $60,000",69
"Female","65–69 Years","Ikaroa-Rāwhiti","$50,001– $60,000",42
"Male","70–74 Years","Ikaroa-Rāwhiti","$50,001– $60,000",12
"Female","70–74 Years","Ikaroa-Rāwhiti","$50,001– $60,000",12
"Male","75–79 Years","Ikaroa-Rāwhiti","$50,001– $60,000",6
"Female","75–79 Years","Ikaroa-Rāwhiti","$50,001– $60,000",3
"Male","80–84 Years","Ikaroa-Rāwhiti","$50,001– $60,000",0
"Female","80–84 Years","Ikaroa-Rāwhiti","$50,001– $60,000",3
"Male","85 Years And Over","Ikaroa-Rāwhiti","$50,001– $60,000",3
"Female","85 Years And Over","Ikaroa-Rāwhiti","$50,001– $60,000",0
"Male","15–19 Years","Tāmaki Makaurau","$50,001– $60,000",9
"Female","15–19 Years","Tāmaki Makaurau","$50,001– $60,000",0
"Male","20–24 Years","Tāmaki Makaurau","$50,001– $60,000",135
"Female","20–24 Years","Tāmaki Makaurau","$50,001– $60,000",108
"Male","25–29 Years","Tāmaki Makaurau","$50,001– $60,000",258
"Female","25–29 Years","Tāmaki Makaurau","$50,001– $60,000",333
"Male","30–34 Years","Tāmaki Makaurau","$50,001– $60,000",306
"Female","30–34 Years","Tāmaki Makaurau","$50,001– $60,000",315
"Male","35–39 Years","Tāmaki Makaurau","$50,001– $60,000",276
"Female","35–39 Years","Tāmaki Makaurau","$50,001– $60,000",264
"Male","40–44 Years","Tāmaki Makaurau","$50,001– $60,000",264
"Female","40–44 Years","Tāmaki Makaurau","$50,001– $60,000",297
"Male","45–49 Years","Tāmaki Makaurau","$50,001– $60,000",258
"Female","45–49 Years","Tāmaki Makaurau","$50,001– $60,000",276
"Male","50–54 Years","Tāmaki Makaurau","$50,001– $60,000",213
"Female","50–54 Years","Tāmaki Makaurau","$50,001– $60,000",246
"Male","55–59 Years","Tāmaki Makaurau","$50,001– $60,000",162
"Female","55–59 Years","Tāmaki Makaurau","$50,001– $60,000",153
"Male","60–64 Years","Tāmaki Makaurau","$50,001– $60,000",99
"Female","60–64 Years","Tāmaki Makaurau","$50,001– $60,000",99
"Male","65–69 Years","Tāmaki Makaurau","$50,001– $60,000",63
"Female","65–69 Years","Tāmaki Makaurau","$50,001– $60,000",36
"Male","70–74 Years","Tāmaki Makaurau","$50,001– $60,000",18
"Female","70–74 Years","Tāmaki Makaurau","$50,001– $60,000",18
"Male","75–79 Years","Tāmaki Makaurau","$50,001– $60,000",3
"Female","75–79 Years","Tāmaki Makaurau","$50,001– $60,000",6
"Male","80–84 Years","Tāmaki Makaurau","$50,001– $60,000",0
"Female","80–84 Years","Tāmaki Makaurau","$50,001– $60,000",0
"Male","85 Years And Over","Tāmaki Makaurau","$50,001– $60,000",0
"Female","85 Years And Over","Tāmaki Makaurau","$50,001– $60,000",0
"Male","15–19 Years","Te Tai Hauāuru","$50,001– $60,000",15
"Female","15–19 Years","Te Tai Hauāuru","$50,001– $60,000",3
"Male","20–24 Years","Te Tai Hauāuru","$50,001– $60,000",135
"Female","20–24 Years","Te Tai Hauāuru","$50,001– $60,000",42
"Male","25–29 Years","Te Tai Hauāuru","$50,001– $60,000",264
"Female","25–29 Years","Te Tai Hauāuru","$50,001– $60,000",156
"Male","30–34 Years","Te Tai Hauāuru","$50,001– $60,000",270
"Female","30–34 Years","Te Tai Hauāuru","$50,001– $60,000",177
"Male","35–39 Years","Te Tai Hauāuru","$50,001– $60,000",261
"Female","35–39 Years","Te Tai Hauāuru","$50,001– $60,000",225
"Male","40–44 Years","Te Tai Hauāuru","$50,001– $60,000",312
"Female","40–44 Years","Te Tai Hauāuru","$50,001– $60,000",228
"Male","45–49 Years","Te Tai Hauāuru","$50,001– $60,000",267
"Female","45–49 Years","Te Tai Hauāuru","$50,001– $60,000",213
"Male","50–54 Years","Te Tai Hauāuru","$50,001– $60,000",225
"Female","50–54 Years","Te Tai Hauāuru","$50,001– $60,000",180
"Male","55–59 Years","Te Tai Hauāuru","$50,001– $60,000",186
"Female","55–59 Years","Te Tai Hauāuru","$50,001– $60,000",120
"Male","60–64 Years","Te Tai Hauāuru","$50,001– $60,000",132
"Female","60–64 Years","Te Tai Hauāuru","$50,001– $60,000",60
"Male","65–69 Years","Te Tai Hauāuru","$50,001– $60,000",60
"Female","65–69 Years","Te Tai Hauāuru","$50,001– $60,000",36
"Male","70–74 Years","Te Tai Hauāuru","$50,001– $60,000",18
"Female","70–74 Years","Te Tai Hauāuru","$50,001– $60,000",12
"Male","75–79 Years","Te Tai Hauāuru","$50,001– $60,000",12
"Female","75–79 Years","Te Tai Hauāuru","$50,001– $60,000",3
"Male","80–84 Years","Te Tai Hauāuru","$50,001– $60,000",3
"Female","80–84 Years","Te Tai Hauāuru","$50,001– $60,000",0
"Male","85 Years And Over","Te Tai Hauāuru","$50,001– $60,000",3
"Female","85 Years And Over","Te Tai Hauāuru","$50,001– $60,000",0
"Male","15–19 Years","Te Tai Tokerau","$50,001– $60,000",6
"Female","15–19 Years","Te Tai Tokerau","$50,001– $60,000",0
"Male","20–24 Years","Te Tai Tokerau","$50,001– $60,000",171
"Female","20–24 Years","Te Tai Tokerau","$50,001– $60,000",84
"Male","25–29 Years","Te Tai Tokerau","$50,001– $60,000",255
"Female","25–29 Years","Te Tai Tokerau","$50,001– $60,000",201
"Male","30–34 Years","Te Tai Tokerau","$50,001– $60,000",291
"Female","30–34 Years","Te Tai Tokerau","$50,001– $60,000",216
"Male","35–39 Years","Te Tai Tokerau","$50,001– $60,000",291
"Female","35–39 Years","Te Tai Tokerau","$50,001– $60,000",225
